id,origin,surface,category,name,kind,in_default_scope,status,availability,support,numpy_signature,numsharp_target,numsharp_signatures,numsharp_source_paths,numsharp_source_urls,numsharp_obsolete,notes,documentation_url
numpy.rad2deg,numpy,np,Math,rad2deg,ufunc,True,available,exact,declared,"(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",NumSharp.np.rad2deg,"NumSharp.NDArray rad2deg(NumSharp.NDArray x, NumSharp.NDArray out = null, NumSharp.NDArray where = null, NumSharp.NPTypeCode? dtype = null) | NumSharp.NDArray rad2deg(NumSharp.NDArray x, NumSharp.NPTypeCode dtype) | NumSharp.NDArray rad2deg(NumSharp.NDArray x, System.Type dtype)",src/NumSharp.Core/Math/np.rad2deg.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/np.rad2deg.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.rad2deg.html
numpy.radians,numpy,np,Math,radians,ufunc,True,available,exact,declared,"(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",NumSharp.np.radians,"NumSharp.NDArray radians(NumSharp.NDArray x, NumSharp.NDArray out = null, NumSharp.NDArray where = null, NumSharp.NPTypeCode? dtype = null) | NumSharp.NDArray radians(NumSharp.NDArray x, NumSharp.NPTypeCode dtype) | NumSharp.NDArray radians(NumSharp.NDArray x, System.Type dtype)",src/NumSharp.Core/Math/np.deg2rad.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/np.deg2rad.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.radians.html
numpy.random,numpy,np,Namespaces,random,module,False,available,exact,declared,Signature unavailable from runtime introspection,NumSharp.np.random,NumSharp.NumPyRandom random { get; },src/NumSharp.Core/APIs/np.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/APIs/np.cs,False,,
numpy.ravel,numpy,np,Shape manipulation,ravel,function,True,available,exact,declared,"(a, order='C')",NumSharp.np.ravel,"NumSharp.NDArray ravel(NumSharp.NDArray a) | NumSharp.NDArray ravel(NumSharp.NDArray a, char order)",src/NumSharp.Core/Manipulation/np.ravel.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/np.ravel.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ravel.html
numpy.ravel_multi_index,numpy,np,Indexing & selection,ravel_multi_index,function,True,available,exact,declared,"(multi_index, dims, mode='raise', order='C')",NumSharp.np.ravel_multi_index,"NumSharp.Generic.NDArray<long> ravel_multi_index(NumSharp.NDArray[] multi_index, int[] dims, string mode = ""raise"", char order = 'C') | NumSharp.Generic.NDArray<long> ravel_multi_index(NumSharp.NDArray[] multi_index, int[] dims, string[] modes, char order = 'C') | long ravel_multi_index(long[] coords, int[] dims, string mode = ""raise"", char order = 'C')",src/NumSharp.Core/Indexing/np.ravel_multi_index.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Indexing/np.ravel_multi_index.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.ravel_multi_index.html
numpy.real,numpy,np,Math,real,function,True,missing,missing,missing,(val),,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.real.html
numpy.real_if_close,numpy,np,Math,real_if_close,function,True,missing,missing,missing,"(a, tol=100)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.real_if_close.html
numpy.rec,numpy,np,Namespaces,rec,module,False,missing,missing,missing,This module contains a set of functions for record arrays.,,,,,False,,
numpy.recarray,numpy,np,Types,recarray,class,False,missing,missing,missing,"(shape, dtype=None, buf=None, offset=0, strides=None, formats=None, names=None, titles=None, byteorder=None, aligned=False, order='C')",,,,,False,,
numpy.reciprocal,numpy,np,Math,reciprocal,ufunc,True,available,exact,declared,"(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",NumSharp.np.reciprocal,"NumSharp.NDArray reciprocal(NumSharp.NDArray x, NumSharp.NDArray out = null, NumSharp.NDArray where = null, NumSharp.NPTypeCode? dtype = null) | NumSharp.NDArray reciprocal(NumSharp.NDArray x, NumSharp.NPTypeCode dtype) | NumSharp.NDArray reciprocal(NumSharp.NDArray x, System.Type dtype)",src/NumSharp.Core/Math/np.reciprocal.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/np.reciprocal.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.reciprocal.html
numpy.record,numpy,np,Types,record,class,False,missing,missing,missing,"(length_or_data, /, dtype=None)",,,,,False,,
numpy.remainder,numpy,np,Math,remainder,ufunc,True,available,alias,declared,"(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",NumSharp.np.mod,"NumSharp.NDArray mod(NumSharp.NDArray x1, NumSharp.NDArray x2, NumSharp.NDArray out = null, NumSharp.NDArray where = null, NumSharp.NPTypeCode? dtype = null) | NumSharp.NDArray mod(NumSharp.NDArray x1, float x2)",src/NumSharp.Core/Math/np.math.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/np.math.cs,False,NumSharp exposes the equivalent ufunc name mod.,https://numpy.org/doc/stable/reference/generated/numpy.remainder.html
numpy.repeat,numpy,np,Shape manipulation,repeat,function,True,available,exact,declared,"(a, repeats, axis=None)",NumSharp.np.repeat,"NumSharp.NDArray repeat(NumSharp.NDArray a, NumSharp.NDArray repeats, int? axis = null) | NumSharp.NDArray repeat(NumSharp.NDArray a, int repeats, int? axis = null) | NumSharp.NDArray repeat(NumSharp.NDArray a, long repeats, int? axis = null) | NumSharp.NDArray repeat(T a, int repeats) | NumSharp.NDArray repeat(T a, long repeats)",src/NumSharp.Core/Manipulation/np.repeat.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/np.repeat.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.repeat.html
numpy.require,numpy,np,Array creation,require,function,True,available,exact,declared,"(a, dtype=None, requirements=None, *, like=None)",NumSharp.np.require,"NumSharp.NDArray require(NumSharp.NDArray a, NumSharp.NPTypeCode dtype, string requirements) | NumSharp.NDArray require(NumSharp.NDArray a, NumSharp.NPTypeCode dtype, string[] requirements = null) | NumSharp.NDArray require(NumSharp.NDArray a, System.Type dtype = null, string[] requirements = null, NumSharp.NDArray like = null) | NumSharp.NDArray require(NumSharp.NDArray a, System.Type dtype, string requirements) | NumSharp.NDArray require(NumSharp.NDArray a, string dtype, string requirements) | NumSharp.NDArray require(NumSharp.NDArray a, string dtype, string[] requirements = null)",src/NumSharp.Core/Creation/np.require.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Creation/np.require.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.require.html
numpy.reshape,numpy,np,Shape manipulation,reshape,function,True,available,exact,declared,"(a, /, shape, order='C', *, copy=None)",NumSharp.np.reshape,"NumSharp.NDArray reshape(NumSharp.NDArray nd, NumSharp.Shape shape) | NumSharp.NDArray reshape(NumSharp.NDArray nd, int[] shape) | NumSharp.NDArray reshape(NumSharp.NDArray nd, long[] shape) | NumSharp.NDArray reshape(NumSharp.NDArray nd, ref NumSharp.Shape shape)",src/NumSharp.Core/Manipulation/np.reshape.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/np.reshape.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.reshape.html
numpy.resize,numpy,np,Shape manipulation,resize,function,True,available,exact,declared,"(a, new_shape)",NumSharp.np.resize,"NumSharp.NDArray resize(NumSharp.NDArray a, NumSharp.Shape new_shape)",src/NumSharp.Core/Manipulation/np.resize.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/np.resize.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.resize.html
numpy.result_type,numpy,np,Dtype & promotion,result_type,function,True,available,exact,declared,(*arrays_and_dtypes),NumSharp.np.result_type,"NumSharp.NPTypeCode result_type(NumSharp.NDArray arr1, NumSharp.NDArray arr2) | NumSharp.NPTypeCode result_type(NumSharp.NPTypeCode type1, NumSharp.NPTypeCode type2) | NumSharp.NPTypeCode result_type(System.Type type1, System.Type type2) | NumSharp.NPTypeCode result_type(params NumSharp.NDArray[] arrays) | NumSharp.NPTypeCode result_type(params NumSharp.NPTypeCode[] types) | NumSharp.NPTypeCode result_type(params object[] arrays_and_dtypes)",src/NumSharp.Core/Logic/np.result_type.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Logic/np.result_type.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.result_type.html
numpy.right_shift,numpy,np,Math,right_shift,ufunc,True,available,exact,declared,"(x1, x2, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",NumSharp.np.right_shift,"NumSharp.NDArray right_shift(NumSharp.NDArray x1, NumSharp.NDArray x2) | NumSharp.NDArray right_shift(NumSharp.NDArray x1, object x2)",src/NumSharp.Core/Math/np.right_shift.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/np.right_shift.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.right_shift.html
numpy.rint,numpy,np,Math,rint,ufunc,True,available,exact,declared,"(x, /, out=None, *, where=True, casting='same_kind', order='K', dtype=None, subok=True, signature=None)",NumSharp.np.rint,"NumSharp.NDArray rint(NumSharp.NDArray x, NumSharp.NDArray out = null, NumSharp.NDArray where = null, NumSharp.NPTypeCode? dtype = null) | NumSharp.NDArray rint(NumSharp.NDArray x, NumSharp.NPTypeCode dtype) | NumSharp.NDArray rint(NumSharp.NDArray x, System.Type dtype)",src/NumSharp.Core/Math/np.rint.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/np.rint.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.rint.html
numpy.roll,numpy,np,Shape manipulation,roll,function,True,available,exact,declared,"(a, shift, axis=None)",NumSharp.np.roll,"NumSharp.NDArray roll(NumSharp.NDArray a, int shift, int? axis = null) | NumSharp.NDArray roll(NumSharp.NDArray a, long shift, int? axis = null)",src/NumSharp.Core/Manipulation/np.roll.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/np.roll.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.roll.html
numpy.rollaxis,numpy,np,Shape manipulation,rollaxis,function,True,available,exact,declared,"(a, axis, start=0)",NumSharp.np.rollaxis,"NumSharp.NDArray rollaxis(NumSharp.NDArray a, int axis, int start = 0)",src/NumSharp.Core/Manipulation/np.rollaxis.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/np.rollaxis.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.rollaxis.html
numpy.roots,numpy,np,Polynomials,roots,function,True,missing,missing,missing,(p),,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.roots.html
numpy.rot90,numpy,np,Shape manipulation,rot90,function,True,available,exact,declared,"(m, k=1, axes=(0, 1))",NumSharp.np.rot90,"NumSharp.NDArray rot90(NumSharp.NDArray m, int k = 1, int[] axes = null)",src/NumSharp.Core/Manipulation/np.rot90.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/np.rot90.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.rot90.html
numpy.round,numpy,np,Math,round,function,True,available,alias,declared,"(a, decimals=0, out=None)",NumSharp.np.round_,"NumSharp.NDArray round_(NumSharp.NDArray x, NumSharp.NPTypeCode dtype) | NumSharp.NDArray round_(NumSharp.NDArray x, System.Type dtype) | NumSharp.NDArray round_(NumSharp.NDArray x, int decimals = 0, NumSharp.NDArray out = null) | NumSharp.NDArray round_(NumSharp.NDArray x, int decimals, NumSharp.NPTypeCode dtype) | NumSharp.NDArray round_(NumSharp.NDArray x, int decimals, System.Type dtype)",src/NumSharp.Core/Math/np.round.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/np.round.cs,False,C# uses round_ to avoid a naming collision while preserving NumPy round semantics.,https://numpy.org/doc/stable/reference/generated/numpy.round.html
numpy.row_stack,numpy,np,Shape manipulation,row_stack,function,True,available,alias,declared,"(tup, *, dtype=None, casting='same_kind')",NumSharp.np.vstack,NumSharp.NDArray vstack(params NumSharp.NDArray[] tup),src/NumSharp.Core/Creation/np.vstack.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Creation/np.vstack.cs,False,NumPy documents row_stack as an alias of vstack.,https://numpy.org/doc/stable/reference/generated/numpy.vstack.html
numpy.s_,numpy,np,Types & constants,s_,constant,False,missing,missing,missing,Signature unavailable from runtime introspection,,,,,False,,
numpy.save,numpy,np,Input & output,save,function,True,available,exact,declared,"(file, arr, allow_pickle=True)",NumSharp.np.save,"byte[] save(NumSharp.NDArray arr, bool allow_pickle = true) | void save(System.IO.Stream file, NumSharp.NDArray arr, bool allow_pickle = true) | void save(string file, NumSharp.NDArray arr, bool allow_pickle = true) | void save(string file, System.Array arr, bool allow_pickle = true)",src/NumSharp.Core/APIs/np.save.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/APIs/np.save.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.save.html
numpy.savetxt,numpy,np,Input & output,savetxt,function,True,missing,missing,missing,"(fname, X, fmt='%.18e', delimiter=' ', newline='\n', header='', footer='', comments='# ', encoding=None)",,,,,False,,https://numpy.org/doc/stable/reference/generated/numpy.savetxt.html
numpy.savez,numpy,np,Input & output,savez,function,True,available,exact,declared,"(file, *args, allow_pickle=True, **kwds)",NumSharp.np.savez,"byte[] savez(System.Collections.Generic.IDictionary<string, NumSharp.NDArray> kwds) | byte[] savez(params NumSharp.NDArray[] args) | void savez(System.IO.Stream file, NumSharp.NDArray[] args, System.Collections.Generic.IDictionary<string, NumSharp.NDArray> kwds, bool allow_pickle = true) | void savez(System.IO.Stream file, System.Collections.Generic.IDictionary<string, NumSharp.NDArray> kwds) | void savez(System.IO.Stream file, params NumSharp.NDArray[] args) | void savez(string file, NumSharp.NDArray[] args, System.Collections.Generic.IDictionary<string, NumSharp.NDArray> kwds, bool allow_pickle = true) | void savez(string file, System.Collections.Generic.IDictionary<string, NumSharp.NDArray> kwds) | void savez(string file, params NumSharp.NDArray[] args)",src/NumSharp.Core/APIs/np.save.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/APIs/np.save.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.savez.html
numpy.savez_compressed,numpy,np,Input & output,savez_compressed,function,True,available,exact,declared,"(file, *args, allow_pickle=True, **kwds)",NumSharp.np.savez_compressed,"byte[] savez_compressed(System.Collections.Generic.IDictionary<string, NumSharp.NDArray> kwds) | byte[] savez_compressed(params NumSharp.NDArray[] args) | void savez_compressed(System.IO.Stream file, NumSharp.NDArray[] args, System.Collections.Generic.IDictionary<string, NumSharp.NDArray> kwds, bool allow_pickle = true) | void savez_compressed(System.IO.Stream file, System.Collections.Generic.IDictionary<string, NumSharp.NDArray> kwds) | void savez_compressed(System.IO.Stream file, params NumSharp.NDArray[] args) | void savez_compressed(string file, NumSharp.NDArray[] args, System.Collections.Generic.IDictionary<string, NumSharp.NDArray> kwds, bool allow_pickle = true) | void savez_compressed(string file, System.Collections.Generic.IDictionary<string, NumSharp.NDArray> kwds) | void savez_compressed(string file, params NumSharp.NDArray[] args)",src/NumSharp.Core/APIs/np.save.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/APIs/np.save.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.savez_compressed.html
numpy.ScalarType,numpy,np,Types & constants,ScalarType,constant,False,missing,missing,missing,Signature unavailable from runtime introspection,,,,,False,,
numpy.sctypeDict,numpy,np,Types & constants,sctypeDict,constant,False,missing,missing,missing,Signature unavailable from runtime introspection,,,,,False,,
numpy.searchsorted,numpy,np,Sorting & searching,searchsorted,function,True,available,exact,declared,"(a, v, side='left', sorter=None)",NumSharp.np.searchsorted,"NumSharp.NDArray searchsorted(NumSharp.NDArray a, NumSharp.NDArray v, string side = ""left"", NumSharp.NDArray sorter = null) | long searchsorted(NumSharp.NDArray a, double v, string side = ""left"", NumSharp.NDArray sorter = null) | long searchsorted(NumSharp.NDArray a, int v, string side = ""left"", NumSharp.NDArray sorter = null)",src/NumSharp.Core/Sorting_Searching_Counting/np.searchsorted.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Sorting_Searching_Counting/np.searchsorted.cs,False,,https://numpy.org/doc/stable/reference/generated/numpy.searchsorted.html
